    1  0.721080E-003  0.387354E-003
    2  0.475585E+001  0.862176E+000
    3  0.166924E-001  0.194485E-002
    4 -0.189396E-001  0.143749E-002
    5  0.135439E-001  0.167053E-002
    6  0.169322E-001  0.165411E-002
    7  0.120007E+001  0.693513E-003
    8  0.375397E+000  0.353583E-001
    9  0.112091E+001  0.144666E-001
   10  0.552106E+000  0.703209E+000
   11  0.885870E+000  0.610975E+000
   12 -0.246775E-004  0.193861E+001
   13  0.138079E+001  0.750356E+000
   14  0.129052E+001  0.708559E+000
   15 -0.849026E-004  0.216980E+001
   16  0.202279E+001  0.154390E+000
   17 -0.667932E-005  0.122861E+001
   18  0.785548E-005  0.807165E+000
    1  0.150043E-006  0.333843E-003  0.422531E-007  0.831213E-008 -0.437271E-007 -0.429926E-007 -0.383687E-007 -0.166947E-007 -0.186919E-006  0.527293E-005 -0.251416E-005 -0.254917E-009  0.109941E-004 -0.119787E-004 -0.108599E-008 -0.154433E-005  0.177443E-009 -0.433086E-009
    2  0.333843E-003  0.743347E+000  0.100312E-003  0.162454E-004 -0.986153E-004 -0.968661E-004 -0.969270E-004 -0.470005E-004 -0.422657E-003  0.107889E-001 -0.497076E-002 -0.579478E-006  0.249571E-001 -0.270877E-001 -0.248197E-005 -0.367368E-002  0.402439E-006 -0.980652E-006
    3  0.422531E-007  0.100312E-003  0.378244E-005 -0.388969E-007  0.550563E-006  0.550071E-006  0.251472E-008  0.373596E-005 -0.528088E-005 -0.982093E-004  0.142023E-003  0.101350E-007  0.178588E-004 -0.121642E-003  0.390910E-007  0.466356E-004  0.338630E-008 -0.125656E-007
    4  0.831213E-008  0.162454E-004 -0.388969E-007  0.206639E-005  0.794201E-007  0.789197E-007  0.959341E-009  0.405126E-006 -0.578404E-006 -0.955851E-005  0.737949E-005  0.943379E-009  0.731691E-005 -0.150543E-004  0.376849E-008  0.697748E-005  0.369192E-009 -0.136694E-008
    5 -0.437271E-007 -0.986153E-004  0.550563E-006  0.794201E-007  0.279066E-005  0.269646E-005 -0.740185E-008 -0.330030E-005  0.477073E-005  0.863534E-004 -0.116736E-003 -0.869846E-008 -0.270787E-004  0.110543E-003 -0.338170E-007 -0.479352E-004 -0.304244E-008  0.113024E-007
    6 -0.429926E-007 -0.968661E-004  0.550071E-006  0.789197E-007  0.269646E-005  0.273607E-005 -0.217983E-008 -0.332897E-005  0.468888E-005  0.844555E-004 -0.115534E-003 -0.870524E-008 -0.258566E-004  0.108493E-003 -0.337928E-007 -0.474782E-004 -0.298096E-008  0.111207E-007
    7 -0.383687E-007 -0.969270E-004  0.251472E-008  0.959341E-009 -0.740185E-008 -0.217983E-008  0.480960E-006  0.435498E-007  0.708203E-007  0.762718E-006 -0.591130E-006  0.582824E-010 -0.202439E-005  0.310429E-005  0.149396E-009  0.292518E-006 -0.612104E-010  0.184995E-009
    8 -0.166947E-007 -0.470005E-004  0.373596E-005  0.405126E-006 -0.330030E-005 -0.332897E-005  0.435498E-007  0.125021E-002 -0.149064E-003  0.221888E-001 -0.140792E-001 -0.396639E-006  0.148607E-001 -0.904150E-002 -0.195347E-005 -0.267923E-003  0.137047E-006 -0.119788E-006
    9 -0.186919E-006 -0.422657E-003 -0.528088E-005 -0.578404E-006  0.477073E-005  0.468888E-005  0.708203E-007 -0.149064E-003  0.209282E-003 -0.459193E-002  0.480578E-002 -0.600922E-007 -0.562476E-002  0.560910E-002 -0.159785E-005 -0.153634E-002  0.315319E-006 -0.251909E-006
   10  0.527293E-005  0.107889E-001 -0.982093E-004 -0.955851E-005  0.863534E-004  0.844555E-004  0.762718E-006  0.221888E-001 -0.459193E-002  0.494503E+000 -0.394126E+000 -0.232243E-004  0.428848E+000 -0.323904E+000 -0.555818E-004  0.292969E-001  0.438803E-005 -0.599016E-005
