    1  0.805084E-003  0.591220E-003
   11  0.234391E-005 -0.164657E-003 -0.267298E-002 -0.407323E-004 -0.511824E-004  0.498898E-004  0.602882E-004 -0.224194E-004  0.145176E-002  0.125667E-002  0.314445E-001  0.520295E-005 -0.404683E-001  0.111740E+000  0.239072E-005 -0.189234E-001 -0.228147E-006  0.316230E-001 -0.386083E-001
   12 -0.354486E-009 -0.901489E-006 -0.390849E-006 -0.280169E-008 -0.291870E-008  0.321749E-008  0.449152E-008  0.117592E-008 -0.492761E-007 -0.397280E-007  0.520295E-005  0.195099E+001  0.145442E-004 -0.203872E-004 -0.206605E-009  0.205721E-005  0.322405E-010 -0.210384E-005  0.138065E-005
   13  0.127484E-004  0.183973E-001  0.699153E-002  0.100492E-003  0.577644E-004 -0.111318E-003 -0.144684E-003 -0.673046E-004  0.685193E-003 -0.346084E-002 -0.404683E-001  0.145442E-004  0.117819E+000 -0.333021E+000 -0.195066E-004  0.641858E-001  0.250698E-005 -0.123867E+000  0.128490E+000
   14 -0.151712E-004 -0.544033E-001 -0.305352E-001 -0.162970E-003 -0.668978E-004  0.170410E-003  0.219678E-003  0.326903E-004 -0.132409E-002  0.106548E-001  0.111740E+000 -0.203872E-004 -0.333021E+000  0.991862E+000  0.116414E-003 -0.202220E+000 -0.961961E-005  0.371425E+000 -0.379667E+000
   15 -0.606216E-009 -0.104020E-005 -0.361610E-006 -0.644653E-008 -0.576485E-008  0.715909E-008  0.101020E-007  0.218527E-008 -0.640578E-007 -0.439250E-006  0.239072E-005 -0.206605E-009 -0.195066E-004  0.116414E-003  0.162815E+002  0.290074E-004  0.679576E-010 -0.205103E-004  0.152531E-004
   16  0.621279E-005 -0.242726E-002 -0.337811E-002 -0.452346E-005 -0.357874E-005  0.374941E-006  0.393723E-005 -0.580850E-004  0.312084E-003 -0.186052E-002 -0.189234E-001  0.205721E-005  0.641858E-001 -0.202220E+000  0.290074E-004  0.479009E-001  0.870514E-005 -0.955250E-001  0.819497E-001
   17  0.679195E-010  0.159281E-006  0.831937E-007  0.128139E-008  0.917241E-009 -0.139967E-008 -0.185305E-008 -0.207046E-009  0.145713E-007  0.256848E-006 -0.228147E-006  0.322405E-010  0.250698E-005 -0.961961E-005  0.679576E-010  0.870514E-005  0.783246E+001  0.222483E-004 -0.110424E-004
   18  0.371459E-005 -0.188256E-001 -0.160788E-001  0.366843E-004  0.584742E-004 -0.423246E-004 -0.747403E-004 -0.254721E-004 -0.151916E-002  0.256390E-002  0.316230E-001 -0.210384E-005 -0.123867E+000  0.371425E+000 -0.205103E-004 -0.955250E-001  0.222483E-004  0.271038E+000 -0.228285E+000
   19 -0.367185E-005  0.100454E-001  0.115003E-001 -0.100873E-003 -0.106508E-003  0.109829E-003  0.168478E-003 -0.392330E-005  0.152969E-002 -0.679810E-002 -0.386083E-001  0.138065E-005  0.128490E+000 -0.379667E+000  0.152531E-004  0.819497E-001 -0.110424E-004 -0.228285E+000  0.271684E+000
    1  0.392864E+010 -0.255023E+007  0.423302E+007 -0.334128E+008 -0.938647E+007 -0.132441E+008 -0.215938E+008 -0.784905E+007  0.150671E+009 -0.250169E+008 -0.149622E+008  0.174627E+003 -0.353170E+008 -0.156792E+008  0.129104E+003 -0.355426E+008  0.498596E+002 -0.940807E+007 -0.602226E+007
    2 -0.255023E+007  0.167091E+004 -0.276036E+004  0.221485E+005  0.502827E+004  0.855182E+004  0.146082E+005  0.426972E+004 -0.936508E+005  0.175216E+005  0.929120E+004 -0.110361E+000  0.226401E+005  0.101588E+005 -0.842523E-001  0.233021E+005 -0.327860E-001  0.619892E+004  0.397341E+004
    3  0.423302E+007 -0.276036E+004  0.458303E+004 -0.347113E+005 -0.979529E+004 -0.140924E+005 -0.240475E+005 -0.703918E+004  0.159992E+006 -0.266751E+005 -0.158878E+005  0.185730E+000 -0.375866E+005 -0.166887E+005  0.137409E+000 -0.378298E+005  0.530747E-001 -0.100133E+005 -0.640556E+004
    4 -0.334128E+008  0.221485E+005 -0.347113E+005  0.110235E+007  0.000000E+000  0.000000E+000  0.000000E+000  0.227884E+006 -0.103642E+007  0.487242E+006  0.101273E+006 -0.141402E+001  0.335351E+006  0.168056E+006 -0.149893E+001  0.431895E+006 -0.620297E+000  0.119983E+006  0.798228E+005
    5 -0.938647E+007  0.502827E+004 -0.979529E+004  0.000000E+000  0.202851E+006  0.000000E+000  0.000000E+000  0.483432E+005 -0.762451E+006 -0.107762E+006  0.767027E+005 -0.668560E+000  0.972969E+005  0.304478E+005 -0.179017E+000  0.365068E+005 -0.395026E-001  0.597364E+004  0.322029E+004
    6 -0.132441E+008  0.855182E+004 -0.140924E+005  0.000000E+000  0.000000E+000  0.432516E+006  0.000000E+000  0.000000E+000 -0.451098E+006  0.905906E+005  0.447944E+005 -0.560127E+000  0.116408E+006  0.519564E+005 -0.427078E+000  0.117806E+006 -0.166398E+000  0.311948E+005  0.193287E+005
    7 -0.215938E+008  0.146082E+005 -0.240475E+005  0.000000E+000  0.000000E+000  0.000000E+000  0.490943E+006  0.000000E+000 -0.697619E+006  0.144556E+006  0.693232E+005 -0.868579E+000  0.180838E+006  0.808578E+005 -0.665812E+000  0.183964E+006 -0.260252E+000  0.488614E+005  0.303139E+005
    8 -0.784905E+007  0.426972E+004 -0.703918E+004  0.227884E+006  0.483432E+005  0.000000E+000  0.000000E+000  0.251439E+006 -0.544871E+006  0.958334E+005  0.540046E+005 -0.613717E+000  0.124376E+006  0.560240E+005 -0.467908E+000  0.129707E+006 -0.182019E+000  0.346244E+005  0.227195E+005
    9  0.150671E+009 -0.936508E+005  0.159992E+006 -0.103642E+007 -0.762451E+006 -0.451098E+006 -0.697619E+006 -0.544871E+006  0.729746E+007 -0.439015E+006 -0.727507E+006  0.774705E+001 -0.144180E+007 -0.597933E+006  0.468588E+001 -0.124783E+007  0.171213E+001 -0.318092E+006 -0.201398E+006
   10 -0.250169E+008  0.175216E+005 -0.266751E+005  0.487242E+006 -0.107762E+006  0.905906E+005  0.144556E+006  0.958334E+005 -0.439015E+006  0.459597E+006  0.420255E+005 -0.832927E+000  0.229094E+006  0.122924E+006 -0.113426E+001  0.333896E+006 -0.487737E+000  0.949099E+005  0.625689E+005
   11 -0.149622E+008  0.929120E+004 -0.158878E+005  0.101273E+006  0.767027E+005  0.447944E+005  0.693232E+005  0.540046E+005 -0.727507E+006  0.420255E+005  0.725968E+005 -0.771207E+000  0.143182E+006  0.592505E+005 -0.463577E+000  0.123322E+006 -0.169112E+000  0.314043E+005  0.198714E+005
   12  0.174627E+003 -0.110361E+000  0.185730E+000 -0.141402E+001 -0.668560E+000 -0.560127E+000 -0.868579E+000 -0.613717E+000  0.774705E+001 -0.832927E+000 -0.771207E+000  0.512569E+000 -0.165642E+001 -0.710756E+000  0.571444E-005 -0.154864E+001  0.214997E-005 -0.402865E+000 -0.256763E+000
   13 -0.353170E+008  0.226401E+005 -0.375866E+005  0.335351E+006  0.972969E+005  0.116408E+006  0.180838E+006  0.124376E+006 -0.144180E+007  0.229094E+006  0.143182E+006 -0.165642E+001  0.333241E+006  0.147510E+006 -0.121255E+001  0.333374E+006 -0.467078E+000  0.881208E+005  0.565023E+005
   14 -0.156792E+008  0.101588E+005 -0.166887E+005  0.168056E+006  0.304478E+005  0.519564E+005  0.808578E+005  0.560240E+005 -0.597933E+006  0.122924E+006  0.592505E+005 -0.710756E+000  0.147510E+006  0.668806E+005 -0.558863E+000  0.155242E+006 -0.218886E+000  0.414931E+005  0.267234E+005
   15  0.129104E+003 -0.842523E-001  0.137409E+000 -0.149893E+001 -0.179017E+000 -0.427078E+000 -0.665812E+000 -0.467908E+000  0.468588E+001 -0.113426E+001 -0.463577E+000  0.571444E-005 -0.121255E+001 -0.558863E+000  0.614241E-001 -0.132032E+001  0.186923E-005 -0.355420E+000 -0.229563E+000
   16 -0.355426E+008  0.233021E+005 -0.378298E+005  0.431895E+006  0.365068E+005  0.117806E+006  0.183964E+006  0.129707E+006 -0.124783E+007  0.333896E+006  0.123322E+006 -0.154864E+001  0.333374E+006  0.155242E+006 -0.132032E+001  0.370785E+006 -0.526295E+000  0.100260E+006  0.648608E+005
   17  0.498596E+002 -0.327860E-001  0.530747E-001 -0.620297E+000 -0.395026E-001 -0.166398E+000 -0.260252E+000 -0.182019E+000  0.171213E+001 -0.487737E+000 -0.169112E+000  0.214997E-005 -0.467078E+000 -0.218886E+000  0.186923E-005 -0.526295E+000  0.127675E+000 -0.142742E+000 -0.924270E-001
   18 -0.940807E+007  0.619892E+004 -0.100133E+005  0.119983E+006  0.597364E+004  0.311948E+005  0.488614E+005  0.346244E+005 -0.318092E+006  0.949099E+005  0.314043E+005 -0.402865E+000  0.881208E+005  0.414931E+005 -0.355420E+000  0.100260E+006 -0.142742E+000  0.272618E+005  0.176746E+005
   19 -0.602226E+007  0.397341E+004 -0.640556E+004  0.798228E+005  0.322029E+004  0.193287E+005  0.303139E+005  0.227195E+005 -0.201398E+006  0.625689E+005  0.198714E+005 -0.256763E+000  0.565023E+005  0.267234E+005 -0.229563E+000  0.648608E+005 -0.924270E-001  0.176746E+005  0.114842E+005
