    1  0.805084E-003  0.591220E-003
    2  0.408070E+001  0.108113E+001
    3  0.637887E+000  0.786190E+000
    4  0.172131E-001  0.185271E-002
    5 -0.132634E-001  0.408008E-002
    6 -0.160027E-001  0.201449E-002
    7 -0.142863E-001  0.232056E-002
    8  0.120843E+001  0.550496E-002
    9  0.330707E+000  0.140148E-001
   10  0.113083E+001  0.214746E-001
   11  0.579172E+000  0.177326E+000
   12 -0.676857E-005  0.139678E+001
   13  0.145508E+001  0.343247E+000
   14  0.708385E+000  0.995923E+000
   15 -0.654188E-005  0.403504E+001
   16  0.206975E+001  0.218863E+000
   17 -0.340849E-005  0.279865E+001
   18  0.753170E+000  0.520613E+000
   19  0.551789E+000  0.521233E+000
    1  0.349541E-006 -0.155872E-003 -0.309976E-003 -0.139020E-007 -0.135977E-007  0.828826E-007 -0.110588E-006 -0.181611E-005  0.765659E-007  0.167458E-006  0.234391E-005 -0.354486E-009  0.127484E-004 -0.151712E-004 -0.606216E-009  0.621279E-005  0.679195E-010  0.371459E-005 -0.367185E-005
    2 -0.155872E-003  0.116883E+001  0.742938E+000  0.103280E-003  0.157369E-003 -0.743484E-004 -0.281852E-003  0.282437E-002  0.312323E-003 -0.505591E-003 -0.164657E-003 -0.901489E-006  0.183973E-001 -0.544033E-001 -0.104020E-005 -0.242726E-002  0.159281E-006 -0.188256E-001  0.100454E-001
    3 -0.309976E-003  0.742938E+000  0.618095E+000  0.656582E-004  0.106301E-003 -0.109947E-003 -0.596253E-004  0.237180E-002  0.189626E-003 -0.504317E-003 -0.267298E-002 -0.390849E-006  0.699153E-002 -0.305352E-001 -0.361610E-006 -0.337811E-002  0.831937E-007 -0.160788E-001  0.115003E-001
    4 -0.139020E-007  0.103280E-003  0.656582E-004  0.343254E-005 -0.121334E-006  0.281558E-006  0.396153E-006  0.795940E-007  0.138635E-005  0.324088E-005 -0.407323E-004 -0.280169E-008  0.100492E-003 -0.162970E-003 -0.644653E-008 -0.452346E-005  0.128139E-008  0.366843E-004 -0.100873E-003
    5 -0.135977E-007  0.157369E-003  0.106301E-003 -0.121334E-006  0.166470E-004  0.338972E-006  0.450804E-006  0.134770E-007  0.181086E-005  0.378377E-005 -0.511824E-004 -0.291870E-008  0.577644E-004 -0.668978E-004 -0.576485E-008 -0.357874E-005  0.917241E-009  0.584742E-004 -0.106508E-003
    6  0.828826E-007 -0.743484E-004 -0.109947E-003  0.281558E-006  0.338972E-006  0.405815E-005  0.226470E-005  0.177253E-006 -0.172132E-005 -0.358345E-005  0.498898E-004  0.321749E-008 -0.111318E-003  0.170410E-003  0.715909E-008  0.374941E-006 -0.139967E-008 -0.423246E-004  0.109829E-003
    7 -0.110588E-006 -0.281852E-003 -0.596253E-004  0.396153E-006  0.450804E-006  0.226470E-005  0.538499E-005 -0.610488E-006 -0.216411E-005 -0.563926E-005  0.602882E-004  0.449152E-008 -0.144684E-003  0.219678E-003  0.101020E-007  0.393723E-005 -0.185305E-008 -0.747403E-004  0.168478E-003
    8 -0.181611E-005  0.282437E-002  0.237180E-002  0.795940E-007  0.134770E-007  0.177253E-006 -0.610488E-006  0.303046E-004 -0.527794E-007 -0.315722E-006 -0.224194E-004  0.117592E-008 -0.673046E-004  0.326903E-004  0.218527E-008 -0.580850E-004 -0.207046E-009 -0.254721E-004 -0.392330E-005
    9  0.765659E-007  0.312323E-003  0.189626E-003  0.138635E-005  0.181086E-005 -0.172132E-005 -0.216411E-005 -0.527794E-007  0.196414E-003 -0.505457E-004  0.145176E-002 -0.492761E-007  0.685193E-003 -0.132409E-002 -0.640578E-007  0.312084E-003  0.145713E-007 -0.151916E-002  0.152969E-002
   10  0.167458E-006 -0.505591E-003 -0.504317E-003  0.324088E-005  0.378377E-005 -0.358345E-005 -0.563926E-005 -0.315722E-006 -0.505457E-004  0.461159E-003  0.125667E-002 -0.397280E-007 -0.346084E-002  0.106548E-001 -0.439250E-006 -0.186052E-002  0.256848E-006  0.256390E-002 -0.679810E-002
