    1  0.139196E-003  0.202833E-004
    2  0.105099E+001  0.226022E+000
    3  0.103695E-001  0.109743E-002
    4 -0.106180E-001  0.104227E-002
    5  0.779127E-002  0.187771E-002
    6  0.597217E-002  0.189480E-002
    7  0.345764E+000  0.220809E-001
    8  0.114168E+001  0.150956E-001
    9  0.511605E+000  0.691084E+000
   10  0.155448E+001  0.204109E+000
   11 -0.796106E-005  0.331830E+001
   12  0.185396E-004  0.245847E+001
   13  0.148014E+001  0.303963E+000
   14  0.163398E+001  0.283873E+000
   15  0.230781E-004  0.197205E+001
   16  0.864696E+000  0.208122E+000
   17  0.255009E-005  0.729955E+000
    1  0.411414E-009  0.458097E-005  0.500400E-009  0.583038E-009 -0.531480E-008 -0.559016E-008 -0.574414E-008  0.478257E-010 -0.538215E-006  0.288511E-006 -0.115328E-009  0.131931E-009 -0.358025E-007 -0.234829E-007  0.104663E-009 -0.313798E-006 -0.811923E-011
    2  0.458097E-005  0.510860E-001  0.604204E-005  0.617722E-005 -0.597979E-004 -0.623814E-004 -0.690559E-004 -0.732214E-006 -0.626168E-002  0.329130E-002 -0.135058E-005  0.153677E-005 -0.330072E-003 -0.291922E-003  0.121088E-005 -0.365713E-002 -0.960972E-007
    3  0.500400E-009  0.604204E-005  0.120435E-005 -0.316044E-008  0.353095E-006  0.357537E-006  0.659060E-006  0.119518E-006 -0.199194E-004  0.180882E-004  0.469982E-009  0.221498E-008 -0.327508E-004  0.245485E-004  0.668475E-008 -0.145659E-004 -0.166690E-009
    4  0.583038E-009  0.617722E-005 -0.316044E-008  0.108633E-005  0.144671E-006  0.145804E-006  0.130213E-006  0.448526E-007 -0.385185E-005  0.160236E-005 -0.469026E-009  0.963793E-009 -0.359696E-005  0.393019E-005  0.146380E-008 -0.130946E-005 -0.126058E-010
    5 -0.531480E-008 -0.597979E-004  0.353095E-006  0.144671E-006  0.352579E-005  0.345341E-005 -0.372000E-005 -0.786808E-006  0.110860E-003 -0.965759E-004  0.362596E-009 -0.154096E-007  0.165868E-003 -0.138780E-003 -0.386827E-007  0.717003E-004  0.822451E-009
    6 -0.559016E-008 -0.623814E-004  0.357537E-006  0.145804E-006  0.345341E-005  0.359026E-005 -0.380545E-005 -0.793982E-006  0.111292E-003 -0.976828E-004  0.802605E-010 -0.153787E-007  0.168114E-003 -0.140599E-003 -0.391365E-007  0.724049E-004  0.828795E-009
    7 -0.574414E-008 -0.690559E-004  0.659060E-006  0.130213E-006 -0.372000E-005 -0.380545E-005  0.487564E-003  0.495604E-006  0.149047E-001 -0.413536E-002 -0.661148E-006  0.575268E-006  0.508671E-002 -0.407420E-002  0.285601E-006  0.538693E-003 -0.225499E-007
    8  0.478257E-010 -0.732214E-006  0.119518E-006  0.448526E-007 -0.786808E-006 -0.793982E-006  0.495604E-006  0.227876E-003  0.611541E-003 -0.199057E-003  0.967733E-007 -0.517030E-007  0.719110E-003 -0.314809E-003  0.280661E-006 -0.196704E-002 -0.441551E-007
    9 -0.538215E-006 -0.626168E-002 -0.199194E-004 -0.385185E-005  0.110860E-003  0.111292E-003  0.149047E-001  0.611541E-003  0.477598E+000 -0.138245E+000 -0.610370E-004  0.447522E-004  0.172139E+000 -0.135797E+000  0.192491E-004  0.147623E-001 -0.115839E-005
   10  0.288511E-006  0.329130E-002  0.180882E-004  0.160236E-005 -0.965759E-004 -0.976828E-004 -0.413536E-002 -0.199057E-003 -0.138245E+000  0.416606E-001  0.533825E-004 -0.286747E-004 -0.536317E-001  0.424053E-001 -0.959354E-005 -0.538994E-002  0.480355E-006
   11 -0.115328E-009 -0.135058E-005  0.469982E-009 -0.469026E-009  0.362596E-009  0.802605E-010 -0.661148E-006  0.967733E-007 -0.610370E-004  0.533825E-004  0.110111E+002  0.108908E-007  0.472856E-004 -0.281034E-004  0.523329E-008  0.923984E-005 -0.271808E-009
   12  0.131931E-009  0.153677E-005  0.221498E-008  0.963793E-009 -0.154096E-007 -0.153787E-007  0.575268E-006 -0.517030E-007  0.447522E-004 -0.286747E-004  0.108908E-007  0.604409E+001 -0.101632E-003  0.451451E-004 -0.633205E-008 -0.123641E-004  0.328630E-009
   13 -0.358025E-007 -0.330072E-003 -0.327508E-004 -0.359696E-005  0.165868E-003  0.168114E-003  0.508671E-002  0.719110E-003  0.172139E+000 -0.536317E-001  0.472856E-004 -0.101632E-003  0.923937E-001 -0.827262E-001  0.425014E-004  0.186406E-001 -0.152131E-005
   14 -0.234829E-007 -0.291922E-003  0.245485E-004  0.393019E-005 -0.138780E-003 -0.140599E-003 -0.407420E-002 -0.314809E-003 -0.135797E+000  0.424053E-001 -0.281034E-004  0.451451E-004 -0.827262E-001  0.805839E-001 -0.713182E-004 -0.298784E-001  0.166889E-005
   15  0.104663E-009  0.121088E-005  0.668475E-008  0.146380E-008 -0.386827E-007 -0.391365E-007  0.285601E-006  0.280661E-006  0.192491E-004 -0.959354E-005  0.523329E-008 -0.633205E-008  0.425014E-004 -0.713182E-004  0.388897E+001 -0.363544E-004  0.322770E-009
   16 -0.313798E-006 -0.365713E-002 -0.145659E-004 -0.130946E-005  0.717003E-004  0.724049E-004  0.538693E-003 -0.196704E-002  0.147623E-001 -0.538994E-002  0.923984E-005 -0.123641E-004  0.186406E-001 -0.298784E-001 -0.363544E-004  0.433148E-001 -0.207741E-005
   17 -0.811923E-011 -0.960972E-007 -0.166690E-009 -0.126058E-010  0.822451E-009  0.828795E-009 -0.225499E-007 -0.441551E-007 -0.115839E-005  0.480355E-006 -0.271808E-009  0.328630E-009 -0.152131E-005  0.166889E-005  0.322770E-009 -0.207741E-005  0.532834E+000
    1  0.875644E+013 -0.789470E+009 -0.453714E+010 -0.644474E+009 -0.416018E+010 -0.510480E+010  0.235124E+011 -0.723245E+010 -0.220357E+010 -0.686631E+010  0.335998E+005 -0.719447E+005 -0.513200E+010 -0.492956E+010 -0.594378E+005 -0.190545E+010 -0.484247E+004
